Seq	nItem	prod.indTot	prod.qCom	prod.uCom	prod.vProd	prod.vUnCom	prod.xProd
735	1	1	1	UN	4.5	4.5	LIMONADA
735	2	1	0.778	KG	53.37	68.6	BUFFET
735	3	1	3	UN	13.5	4.5	REFRIGERANTE
736	1	1	1	KG	68.6	68.6	BUFFET
736	2	1	6	UN	27	4.5	REFRIGERANTE
736	3	1	1	UN	4.5	4.5	CERVEJA
737	1	1	3	UN	10.5	3.5	AGUA
737	2	1	0.914	KG	62.7	68.6	BUFFET
737	3	1	1	UN	4.5	4.5	CERVEJA
738	1	1	0.556	KG	38.14	68.6	BUFFET
738	2	1	3	UN	13.5	4.5	REFRIGERANTE
739	1	1	0.308	KG	21.12	68.6	BUFFET
739	2	1	3	UN	13.5	4.5	REFRIGERANTE
740	1	1	0.338	KG	23.18	68.6	BUFFET
741	1	1	0.424	KG	29.08	68.6	BUFFET
741	2	1	3	UN	13.5	4.5	REFRIGERANTE
742	1	1	0.336	KG	23.04	68.6	BUFFET
742	2	1	3	UN	13.5	4.5	REFRIGERANTE
743	1	1	2	UN	24	12	SOBREMESA
743	2	1	0.67	KG	45.96	68.6	BUFFET
743	3	1	3	UN	13.5	4.5	REFRIGERANTE
743	4	1	3	UN	13.5	4.5	REFRIGERANTE
744	1	1	6	UN	27	4.5	SUCO
744	2	1	6	UN	21	3.5	AGUA
744	3	1	1.502	KG	103.03	68.6	BUFFET
745	1	1	0.642	KG	44.04	68.6	BUFFET
745	2	1	1	UN	4.5	4.5	CERVEJA
746	1	1	0.738	KG	50.62	68.6	BUFFET
746	2	1	3	UN	13.5	4.5	REFRIGERANTE
747	1	1	3	UN	10.5	3.5	AGUA
747	2	1	3	UN	10.5	3.5	AGUA
747	3	1	1.18	KG	80.94	68.6	BUFFET
748	1	1	3	UN	10.5	3.5	AGUA
748	2	1	0.392	KG	26.89	68.6	BUFFET
749	1	1	0.556	KG	38.14	68.6	BUFFET
750	1	1	0.286	KG	19.61	68.6	BUFFET
751	1	1	3	UN	10.5	3.5	AGUA
751	2	1	0.636	KG	43.62	68.6	BUFFET
751	3	1	3	UN	13.5	4.5	REFRIGERANTE
752	1	1	3	UN	10.5	3.5	AGUA
752	2	1	0.668	KG	45.82	68.6	BUFFET
752	3	1	3	UN	13.5	4.5	REFRIGERANTE
753	1	1	3	UN	10.5	3.5	AGUA
753	2	1	1.316	KG	90.27	68.6	BUFFET
753	3	1	3	UN	13.5	4.5	REFRIGERANTE
753	4	1	3	UN	13.5	4.5	REFRIGERANTE
754	1	1	0.532	KG	36.49	68.6	BUFFET
754	2	1	3	UN	13.5	4.5	REFRIGERANTE
755	1	1	1	UN	1	1	CHA
755	2	1	0.474	KG	32.51	68.6	BUFFET
756	1	1	3	UN	10.5	3.5	AGUA
756	2	1	0.632	KG	43.35	68.6	BUFFET
757	1	1	0.338	KG	23.18	68.6	BUFFET
758	1	1	0.438	KG	30.04	68.6	BUFFET
758	2	1	3	UN	13.5	4.5	REFRIGERANTE
759	1	1	6	UN	27	4.5	SUCO
759	2	1	3	UN	10.5	3.5	AGUA
759	3	1	0.63	KG	43.21	68.6	BUFFET
760	1	1	6	UN	21	3.5	AGUA
760	2	1	0.682	KG	46.78	68.6	BUFFET
761	1	1	0.84	KG	57.62	68.6	BUFFET
761	2	1	3	UN	13.5	4.5	REFRIGERANTE
762	1	1	0.678	KG	46.51	68.6	BUFFET
763	1	1	3	UN	10.5	3.5	AGUA
763	2	1	0.378	KG	25.93	68.6	BUFFET
764	1	1	3	UN	10.5	3.5	AGUA
764	2	1	1.186	KG	81.35	68.6	BUFFET
765	1	1	3	UN	10.5	3.5	AGUA
765	2	1	0.456	KG	31.28	68.6	BUFFET
766	1	1	0.33	KG	22.63	68.6	BUFFET
767	1	1	6	UN	27	4.5	SUCO
767	2	1	2.74	KG	188.1	68.6	BUFFET
767	3	1	18	UN	81	4.5	REFRIGERANTE
768	1	1	6	UN	21	3.5	AGUA
768	2	1	1.104	KG	75.73	68.6	BUFFET
769	1	1	6	UN	27	4.5	SUCO
769	2	1	0.81	KG	55.56	68.6	BUFFET
770	1	1	2.474	KG	169.71	68.6	BUFFET
770	2	1	3	UN	13.5	4.5	REFRIGERANTE
770	3	1	3	UN	13.5	4.5	REFRIGERANTE
770	4	1	3	UN	13.5	4.5	REFRIGERANTE
771	1	1	2	UN	9	4.5	LIMONADA
771	2	1	1.202	KG	82.45	68.6	BUFFET
772	1	1	3	UN	10.5	3.5	AGUA
772	2	1	1	UN	9.8	9.8	SUSHI ESPECIAL
772	3	1	1.382	KG	94.8	68.6	BUFFET
773	1	1	3	UN	10.5	3.5	AGUA
773	2	1	1.222	KG	83.82	68.6	BUFFET
773	3	1	3	UN	13.5	4.5	REFRIGERANTE
774	1	1	1.202	KG	82.45	68.6	BUFFET
774	2	1	3	UN	13.5	4.5	SUCO
775	1	1	0.308	KG	21.12	68.6	BUFFET
776	1	1	1.03	KG	70.65	68.6	BUFFET
776	2	1	6	UN	27	4.5	REFRIGERANTE
777	1	1	0.418	KG	28.67	68.6	BUFFET
778	1	1	1	UN	4.5	4.5	LIMONADA
778	2	1	3	UN	10.5	3.5	AGUA
778	3	1	1.42	KG	97.41	68.6	BUFFET
779	1	1	0.598	KG	41.02	68.6	BUFFET
779	2	1	3	UN	13.5	4.5	REFRIGERANTE
780	1	1	0.858	KG	58.85	68.6	BUFFET
780	2	1	3	UN	13.5	4.5	REFRIGERANTE
780	3	1	3	UN	13.5	4.5	SUCO
781	1	1	1.048	KG	71.89	68.6	BUFFET
782	1	1	2.232	KG	153.11	68.6	BUFFET
782	2	1	9	UN	40.5	4.5	REFRIGERANTE
783	1	1	0.596	KG	40.88	68.6	BUFFET
783	2	1	3	UN	13.5	4.5	REFRIGERANTE
784	1	1	0.678	KG	46.51	68.6	BUFFET
784	2	1	3	UN	13.5	4.5	REFRIGERANTE
785	1	1	0.678	KG	46.51	68.6	BUFFET
785	2	1	3	UN	13.5	4.5	REFRIGERANTE
786	1	1	0.494	KG	33.88	68.6	BUFFET
786	2	1	3	UN	13.5	4.5	REFRIGERANTE
787	1	1	0.762	KG	52.27	68.6	BUFFET
787	2	1	3	UN	13.5	4.5	REFRIGERANTE
788	1	1	1	UN	38.4	38.4	SAKE
788	2	1	3	UN	13.5	4.5	SUCO
788	3	1	0.432	KG	29.63	68.6	BUFFET
788	4	1	3	UN	13.5	4.5	SUCO
789	1	1	3	UN	10.5	3.5	AGUA
789	2	1	0.596	KG	40.88	68.6	BUFFET
790	1	1	3	UN	10.5	3.5	AGUA
790	2	1	0.596	KG	40.88	68.6	BUFFET
791	1	1	0.456	KG	31.28	68.6	BUFFET
791	2	1	3	UN	13.5	4.5	REFRIGERANTE
791	3	1	3	UN	13.5	4.5	REFRIGERANTE
792	1	1	2	UN	24	12	CAIPIRINHA
792	2	1	1	UN	15	15	CAIPIROSKA
792	3	1	2.126	KG	145.84	68.6	BUFFET
792	4	1	3	UN	13.5	4.5	SUCO
793	1	1	0.672	KG	46.09	68.6	BUFFET
793	2	1	3	UN	13.5	4.5	REFRIGERANTE
794	1	1	0.476	KG	32.65	68.6	BUFFET
794	2	1	3	UN	13.5	4.5	REFRIGERANTE
795	1	1	0.364	KG	24.97	68.6	BUFFET
795	2	1	3	UN	13.5	4.5	SUCO
796	1	1	1.29	KG	88.49	68.6	BUFFET
796	2	1	3	UN	13.5	4.5	SUCO
797	1	1	1.3	KG	89.18	68.6	BUFFET
797	2	1	3	UN	13.5	4.5	REFRIGERANTE
798	1	1	1.386	KG	95.07	68.6	BUFFET
798	2	1	6	UN	27	4.5	REFRIGERANTE
799	1	1	3	UN	10.5	3.5	AGUA
799	2	1	0.626	KG	42.94	68.6	BUFFET
799	3	1	3	UN	13.5	4.5	REFRIGERANTE
800	1	1	3	UN	10.5	3.5	AGUA
800	2	1	0.506	KG	34.71	68.6	BUFFET
801	1	1	0.378	KG	25.93	68.6	BUFFET
801	2	1	3	UN	13.5	4.5	REFRIGERANTE
802	1	1	0.848	KG	58.17	68.6	BUFFET
802	2	1	3	UN	13.5	4.5	REFRIGERANTE
803	1	1	3	UN	13.5	4.5	SUCO
803	2	1	1	UN	4.5	4.5	LIMONADA
803	3	1	1.33	KG	91.23	68.6	BUFFET
804	1	1	3	UN	10.5	3.5	AGUA
804	2	1	0.34	KG	23.32	68.6	BUFFET
805	1	1	1	UN	6.5	6.5	SUSHI ESPECIAL
805	2	1	2	UN	12	6	CERVEJA
805	3	1	1	UN	9.8	9.8	SUSHI ESPECIAL
805	4	1	2	UN	25	12.5	WHISKY
805	5	1	1	UN	12	12	CAIPIRINHA
805	6	1	1.218	KG	83.55	68.6	BUFFET
805	7	1	2	UN	13	6.5	CERVEJA LATA
806	1	1	1.542	KG	105.78	68.6	BUFFET
806	2	1	8	UN	52	6.5	CERVEJA LATA
807	1	1	1	UN	12.5	12.5	WHISKY
807	2	1	0.734	KG	50.35	68.6	BUFFET
807	3	1	3	UN	13.5	4.5	REFRIGERANTE
808	1	1	3	UN	10.5	3.5	AGUA
808	2	1	0.644	KG	44.17	68.6	BUFFET
808	3	1	3	UN	13.5	4.5	REFRIGERANTE
809	1	1	2	UN	13	6.5	SUSHI ESPECIAL
809	2	1	1	UN	15	15	SAKE
809	3	1	1.308	KG	89.72	68.6	BUFFET
809	4	1	12	UN	54	4.5	REFRIGERANTE
809	5	1	6	UN	27	4.5	SUCO
810	1	1	3	UN	10.5	3.5	AGUA
810	2	1	0.59	KG	40.47	68.6	BUFFET
811	1	1	5	UN	32.5	6.5	SUSHI ESPECIAL
811	2	1	0.682	KG	46.78	68.6	BUFFET
812	1	1	0.47	KG	32.24	68.6	BUFFET
812	2	1	3	UN	13.5	4.5	SUCO
813	1	1	0.412	KG	28.26	68.6	BUFFET
813	2	1	3	UN	13.5	4.5	REFRIGERANTE
814	1	1	0.412	KG	28.26	68.6	BUFFET
814	2	1	3	UN	13.5	4.5	REFRIGERANTE
815	1	1	3	UN	13.5	4.5	SUCO
815	2	1	2	UN	12	6	CERVEJA
815	3	1	0.786	KG	53.91	68.6	BUFFET
815	4	1	1	UN	12	12	SOBREMESA
816	1	1	1	UN	20.9	20.9	SAKE
816	2	1	1	UN	12	12	SOBREMESA
816	3	1	1.18	KG	80.94	68.6	BUFFET
816	4	1	2	UN	13	6.5	CERVEJA LATA
817	1	1	6	UN	21	3.5	AGUA
817	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
817	3	1	1.286	KG	88.21	68.6	BUFFET
818	1	1	1	UN	4.5	4.5	LIMONADA
818	2	1	3	UN	10.5	3.5	AGUA
818	3	1	3	UN	10.5	3.5	AGUA
818	4	1	3	UN	3	1	CHA
818	5	1	3	UN	18	6	CERVEJA LATA
818	6	1	1	UN	15	15	SAKE
818	7	1	2.354	KG	161.48	68.6	BUFFET
818	8	1	3	UN	13.5	4.5	REFRIGERANTE
818	9	1	3	UN	13.5	4.5	REFRIGERANTE
819	1	1	0.724	KG	49.66	68.6	BUFFET
819	2	1	3	UN	13.5	4.5	REFRIGERANTE
820	1	1	6	UN	27	4.5	SUCO
820	2	1	9	UN	31.5	3.5	AGUA
820	3	1	3	UN	14.7	4.9	SUCO
820	4	1	2	UN	12	6	CERVEJA LATA
820	5	1	1	UN	6.5	6.5	SUSHI ESPECIAL
820	6	1	8	UN	78.4	9.8	CERVEJA LATA
820	7	1	3	UN	37.5	12.5	WHISKY
820	8	1	4.896	KG	335.86	68.6	BUFFET
820	9	1	3	UN	13.5	4.5	REFRIGERANTE
820	10	1	8	UN	52	6.5	CERVEJA LATA
821	1	1	3	UN	10.5	3.5	AGUA
821	2	1	0.448	KG	30.73	68.6	BUFFET
822	1	1	1	UN	3.5	3.5	AGUA
822	2	1	0.356	KG	24.42	68.6	BUFFET
823	1	1	1	UN	3.5	3.5	AGUA
823	2	1	0.394	KG	27.02	68.6	BUFFET
824	1	1	0.314	KG	21.54	68.6	BUFFET
824	2	1	1	UN	4.5	4.5	REFRIGERANTE
825	1	1	1	UN	1	1	CHA
825	2	1	0.274	KG	18.79	68.6	BUFFET
826	1	1	0.312	KG	21.4	68.6	BUFFET
827	1	1	0.336	KG	23.04	68.6	BUFFET
827	2	1	1	UN	4.5	4.5	REFRIGERANTE
828	1	1	0.554	KG	38	68.6	BUFFET
828	2	1	1	UN	4.5	4.5	REFRIGERANTE
829	1	1	0.34	KG	23.32	68.6	BUFFET
830	1	1	0.654	KG	44.86	68.6	BUFFET
831	1	1	0.492	KG	33.75	68.6	BUFFET
831	2	1	1	UN	4.5	4.5	REFRIGERANTE
832	1	1	1	UN	3.5	3.5	AGUA
832	2	1	0.488	KG	33.47	68.6	BUFFET
833	1	1	0.308	KG	21.12	68.6	BUFFET
833	2	1	1	UN	4.5	4.5	REFRIGERANTE
834	1	1	1	UN	3.5	3.5	AGUA
834	2	1	1	UN	1	1	CHA
834	3	1	0.55	KG	37.73	68.6	BUFFET
835	1	1	0.488	KG	33.47	68.6	BUFFET
836	1	1	0.29	KG	19.89	68.6	BUFFET
837	1	1	1	UN	4.5	4.5	LIMONADA
837	2	1	0.416	KG	28.53	68.6	BUFFET
838	1	1	0.424	KG	29.08	68.6	BUFFET
839	1	1	0.412	KG	28.26	68.6	BUFFET
840	1	1	1	UN	3.5	3.5	AGUA
840	2	1	0.294	KG	20.16	68.6	BUFFET
841	1	1	1	UN	3.5	3.5	AGUA
841	2	1	0.246	KG	16.87	68.6	BUFFET
842	1	1	0.72	KG	49.38	68.6	BUFFET
842	2	1	2	UN	9	4.5	REFRIGERANTE
842	3	1	1	UN	3.2	3.2	DOCINHOS
843	1	1	0.258	KG	17.69	68.6	BUFFET
844	1	1	1	UN	9.8	9.8	CERVEJA LATA
844	2	1	1.57	KG	107.84	68.6	BUFFET
845	1	1	1	UN	9.8	9.8	CERVEJA LATA
845	2	1	1.57	KG	107.84	68.6	BUFFET
846	1	1	0.358	KG	24.55	68.6	BUFFET
846	2	1	1	UN	4.5	4.5	REFRIGERANTE
847	1	1	1	UN	3.5	3.5	AGUA
847	2	1	0.898	KG	61.6	68.6	BUFFET
848	1	1	1	UN	3.5	3.5	AGUA
848	2	1	0.466	KG	31.96	68.6	BUFFET
849	1	1	3	UN	13.5	4.5	SUCO
849	2	1	1.254	KG	86.02	68.6	BUFFET
850	1	1	0.37	KG	25.52	68.6	BUFFET
851	1	1	0.582	KG	39.92	68.6	BUFFET
852	1	1	0.33	KG	22.63	68.6	BUFFET
853	1	1	1	UN	3.5	3.5	AGUA
853	2	1	0.446	KG	30.59	68.6	BUFFET
854	1	1	0.722	KG	49.52	68.6	BUFFET
855	1	1	1	UN	3.5	3.5	AGUA
855	2	1	0.31	KG	21.26	68.6	BUFFET
856	1	1	0.444	KG	30.45	68.6	BUFFET
856	2	1	1	UN	4.5	4.5	REFRIGERANTE
857	1	1	0.368	KG	25.24	68.6	BUFFET
858	1	1	2	UN	7	3.5	AGUA
858	2	1	1.83	KG	125.53	68.6	BUFFET
858	3	1	1	UN	4.5	4.5	REFRIGERANTE
859	1	1	1.158	KG	79.43	68.6	BUFFET
859	2	1	1	UN	4.5	4.5	REFRIGERANTE
859	3	1	1	UN	4.5	4.5	REFRIGERANTE
860	1	1	0.86	KG	58.99	68.6	BUFFET
860	2	1	1	UN	4.5	4.5	REFRIGERANTE
861	1	1	0.258	KG	17.69	68.6	BUFFET
861	2	1	1	UN	4.5	4.5	REFRIGERANTE
862	1	1	0.336	KG	23.04	68.6	BUFFET
862	2	1	1	UN	4.5	4.5	REFRIGERANTE
863	1	1	0.514	KG	35.26	68.6	BUFFET
863	2	1	1	UN	4.5	4.5	REFRIGERANTE
864	1	1	1	UN	3.5	3.5	AGUA
864	2	1	1	UN	1	1	CHA
864	3	1	0.854	KG	58.58	68.6	BUFFET
865	1	1	0.33	KG	22.63	68.6	BUFFET
865	2	1	1	UN	4.5	4.5	REFRIGERANTE
866	1	1	0.85	KG	58.31	68.6	BUFFET
866	2	1	1	UN	4.5	4.5	REFRIGERANTE
866	3	1	1	UN	4.5	4.5	REFRIGERANTE
867	1	1	1	UN	4.5	4.5	SUCO
867	2	1	0.274	KG	18.79	68.6	BUFFET
868	1	1	0.392	KG	26.89	68.6	BUFFET
868	2	1	1	UN	4.5	4.5	REFRIGERANTE
869	1	1	1	UN	1	1	CHA
869	2	1	0.572	KG	39.23	68.6	BUFFET
870	1	1	1	UN	3.5	3.5	AGUA
870	2	1	0.88	KG	60.36	68.6	BUFFET
871	1	1	0.336	KG	23.04	68.6	BUFFET
871	2	1	1	UN	4.5	4.5	REFRIGERANTE
872	1	1	0.948	KG	65.03	68.6	BUFFET
872	2	1	1	UN	4.5	4.5	REFRIGERANTE
872	3	1	1	UN	4.5	4.5	REFRIGERANTE
873	1	1	0.91	KG	62.42	68.6	BUFFET
873	2	1	1	UN	4.5	4.5	REFRIGERANTE
873	3	1	1	UN	4.5	4.5	REFRIGERANTE
874	1	1	1	UN	1	1	CHA
874	2	1	0.364	KG	24.97	68.6	BUFFET
875	1	1	0.228	KG	15.64	68.6	BUFFET
876	1	1	2	UN	2	1	CHA
876	2	1	0.526	KG	36.08	68.6	BUFFET
877	1	1	1	UN	3.5	3.5	AGUA
877	2	1	0.516	KG	35.39	68.6	BUFFET
878	1	1	0.396	KG	27.16	68.6	BUFFET
878	2	1	1	UN	4.5	4.5	CERVEJA
879	1	1	1	UN	3.5	3.5	AGUA
879	2	1	0.354	KG	24.28	68.6	BUFFET
880	1	1	0.476	KG	32.65	68.6	BUFFET
880	2	1	1	UN	4.5	4.5	REFRIGERANTE
881	1	1	0.308	KG	21.12	68.6	BUFFET
881	2	1	1	UN	4.5	4.5	REFRIGERANTE
882	1	1	1.182	KG	81.08	68.6	BUFFET
882	2	1	1	UN	4.5	4.5	REFRIGERANTE
883	1	1	1	UN	3.5	3.5	AGUA
883	2	1	1.832	KG	125.67	68.6	BUFFET
883	3	1	1	UN	4.5	4.5	REFRIGERANTE
884	1	1	1	UN	3.5	3.5	AGUA
884	2	1	0.394	KG	27.02	68.6	BUFFET
885	1	1	1	UN	3.5	3.5	AGUA
885	2	1	0.548	KG	37.59	68.6	BUFFET
886	1	1	0.774	KG	53.09	68.6	BUFFET
886	2	1	1	UN	4.5	4.5	REFRIGERANTE
886	3	1	1	UN	4.5	4.5	REFRIGERANTE
887	1	1	0.234	KG	16.05	68.6	BUFFET
888	1	1	1.212	KG	83.14	68.6	BUFFET
888	2	1	2	UN	9	4.5	REFRIGERANTE
889	1	1	0.582	KG	39.92	68.6	BUFFET
889	2	1	1	UN	4.5	4.5	REFRIGERANTE
889	3	1	1	UN	4.5	4.5	SUCO
890	1	1	2	UN	12	6	CERVEJA
890	2	1	0.348	KG	23.87	68.6	BUFFET
891	1	1	0.514	KG	35.26	68.6	BUFFET
892	1	1	1	UN	3.5	3.5	AGUA
892	2	1	0.28	KG	19.2	68.6	BUFFET
893	1	1	0.38	KG	26.06	68.6	BUFFET
893	2	1	1	UN	4.5	4.5	REFRIGERANTE
894	1	1	0.422	KG	28.94	68.6	BUFFET
894	2	1	1	UN	4.5	4.5	REFRIGERANTE
895	1	1	1	UN	9.8	9.8	SUSHI ESPECIAL
895	2	1	0.252	KG	17.28	68.6	BUFFET
896	1	1	0.54	KG	37.04	68.6	BUFFET
897	1	1	1	UN	3.5	3.5	AGUA
897	2	1	0.786	KG	53.91	68.6	BUFFET
898	1	1	1	UN	3.5	3.5	AGUA
898	2	1	0.388	KG	26.61	68.6	BUFFET
899	1	1	0.302	KG	20.71	68.6	BUFFET
900	1	1	1.186	KG	81.35	68.6	BUFFET
900	2	1	3	UN	13.5	4.5	REFRIGERANTE
901	1	1	0.268	KG	18.38	68.6	BUFFET
902	1	1	0.832	KG	57.07	68.6	BUFFET
902	2	1	1	UN	4.5	4.5	REFRIGERANTE
903	1	1	0.322	KG	22.08	68.6	BUFFET
903	2	1	1	UN	4.5	4.5	REFRIGERANTE
904	1	1	1	UN	4.5	4.5	LIMONADA
904	2	1	0.392	KG	26.89	68.6	BUFFET
905	1	1	1	UN	4.5	4.5	LIMONADA
905	2	1	0.37	KG	25.38	68.6	BUFFET
906	1	1	0.362	KG	24.83	68.6	BUFFET
906	2	1	1	UN	4.5	4.5	REFRIGERANTE
907	1	1	1	UN	4.5	4.5	SUCO
907	2	1	0.646	KG	44.31	68.6	BUFFET
907	3	1	1	UN	4.5	4.5	REFRIGERANTE
908	1	1	0.434	KG	29.77	68.6	BUFFET
909	1	1	2	UN	7	3.5	AGUA
909	2	1	1.01	KG	69.55	68.6	BUFFET
910	1	1	0.282	KG	19.34	68.6	BUFFET
910	2	1	1	UN	4.5	4.5	REFRIGERANTE
911	1	1	0.34	KG	23.32	68.6	BUFFET
911	2	1	1	UN	4.5	4.5	REFRIGERANTE
912	1	1	1	UN	4.5	4.5	LIMONADA
912	2	1	0.59	KG	40.47	68.6	BUFFET
912	3	1	1	UN	4.5	4.5	REFRIGERANTE
913	1	1	1	UN	1	1	CHA
913	2	1	0.38	KG	26.06	68.6	BUFFET
914	1	1	1	UN	3.5	3.5	AGUA
914	2	1	0.68	KG	46.64	68.6	BUFFET
915	1	1	1	UN	4.5	4.5	SUCO
915	2	1	0.316	KG	21.67	68.6	BUFFET
916	1	1	0.318	KG	21.81	68.6	BUFFET
916	2	1	1	UN	4.5	4.5	REFRIGERANTE
917	1	1	0.5	KG	34.56	68.6	BUFFET
918	1	1	1	UN	1	1	CHA
918	2	1	0.314	KG	21.54	68.6	BUFFET
919	1	1	0.726	KG	49.8	68.6	BUFFET
919	2	1	1	UN	4.5	4.5	REFRIGERANTE
920	1	1	0.496	KG	34.02	68.6	BUFFET
921	1	1	0.436	KG	29.9	68.6	BUFFET
921	2	1	1	UN	4.5	4.5	REFRIGERANTE
922	1	1	0.914	KG	62.7	68.6	BUFFET
922	2	1	1	UN	4.5	4.5	REFRIGERANTE
923	1	1	0.754	KG	51.72	68.6	BUFFET
923	2	1	1	UN	4.5	4.5	REFRIGERANTE
924	1	1	0.374	KG	25.65	68.6	BUFFET
924	2	1	1	UN	4.5	4.5	REFRIGERANTE
925	1	1	0.282	KG	19.34	68.6	BUFFET
925	2	1	1	UN	4.5	4.5	REFRIGERANTE
926	1	1	0.326	KG	22.36	68.6	BUFFET
926	2	1	1	UN	4.5	4.5	REFRIGERANTE
927	1	1	1	UN	1	1	CHA
927	2	1	0.47	KG	32.31	68.6	BUFFET
928	1	1	0.314	KG	21.54	68.6	BUFFET
928	2	1	1	UN	4.5	4.5	REFRIGERANTE
929	1	1	1	UN	3.5	3.5	AGUA
929	2	1	0.504	KG	34.57	68.6	BUFFET
930	1	1	0.348	KG	23.87	68.6	BUFFET
930	2	1	1	UN	4.5	4.5	REFRIGERANTE
931	1	1	0.522	KG	35.8	68.6	BUFFET
931	2	1	1	UN	4.5	4.5	REFRIGERANTE
932	1	1	1.1	KG	75.46	68.6	BUFFET
933	1	1	1	UN	1	1	CHA
933	2	1	0.888	KG	60.91	68.6	BUFFET
934	1	1	1	UN	4.9	4.9	SUCO
934	2	1	0.668	KG	45.82	68.6	BUFFET
934	3	1	1	UN	4.5	4.5	REFRIGERANTE
935	1	1	0.28	KG	19.2	68.6	BUFFET
936	1	1	0.532	KG	36.49	68.6	BUFFET
936	2	1	1	UN	4.5	4.5	REFRIGERANTE
937	1	1	1	UN	4.5	4.5	SUCO
937	2	1	0.364	KG	24.97	68.6	BUFFET
938	1	1	0.41	KG	28.12	68.6	BUFFET
938	2	1	1	UN	4.5	4.5	REFRIGERANTE
939	1	1	1	UN	4.5	4.5	LIMONADA
939	2	1	0.326	KG	22.36	68.6	BUFFET
940	1	1	1	UN	3.5	3.5	AGUA
940	2	1	0.628	KG	43.08	68.6	BUFFET
941	1	1	1	UN	3.5	3.5	AGUA
941	2	1	0.62	KG	42.53	68.6	BUFFET
942	1	1	0.73	KG	50.07	68.6	BUFFET
942	2	1	1	UN	4.5	4.5	REFRIGERANTE
943	1	1	1.198	KG	82.18	68.6	BUFFET
943	2	1	1	UN	4.5	4.5	REFRIGERANTE
944	1	1	0.362	KG	24.83	68.6	BUFFET
945	1	1	1	UN	3.5	3.5	AGUA
945	2	1	0.33	KG	22.63	68.6	BUFFET
945	3	1	1	UN	3.2	3.2	DOCINHOS
946	1	1	1	UN	4.5	4.5	LIMONADA
946	2	1	0.29	KG	19.89	68.6	BUFFET
947	1	1	0.276	KG	18.93	68.6	BUFFET
948	1	1	0.25	KG	17.15	68.6	BUFFET
948	2	1	1	UN	4.5	4.5	REFRIGERANTE
949	1	1	0.308	KG	21.12	68.6	BUFFET
950	1	1	0.444	KG	30.45	68.6	BUFFET
951	1	1	0.598	KG	41.02	68.6	BUFFET
951	2	1	1	UN	4.5	4.5	REFRIGERANTE
952	1	1	0.508	KG	34.84	68.6	BUFFET
952	2	1	1	UN	4.5	4.5	REFRIGERANTE
953	1	1	1	UN	3.5	3.5	AGUA
953	2	1	0.334	KG	22.91	68.6	BUFFET
954	1	1	0.444	KG	30.45	68.6	BUFFET
954	2	1	1	UN	4.5	4.5	REFRIGERANTE
955	1	1	0.442	KG	30.32	68.6	BUFFET
955	2	1	1	UN	4.5	4.5	REFRIGERANTE
956	1	1	1	UN	3.5	3.5	AGUA
956	2	1	0.722	KG	49.52	68.6	BUFFET
956	3	1	1	UN	4.5	4.5	SUCO
957	1	1	0.368	KG	25.24	68.6	BUFFET
958	1	1	0.384	KG	26.34	68.6	BUFFET
959	1	1	1	UN	3.5	3.5	AGUA
959	2	1	0.554	KG	38	68.6	BUFFET
960	1	1	0.416	KG	28.53	68.6	BUFFET
960	2	1	1	UN	4.5	4.5	REFRIGERANTE
961	1	1	1	UN	3.5	3.5	AGUA
961	2	1	0.334	KG	22.91	68.6	BUFFET
962	1	1	0.656	KG	45	68.6	BUFFET
962	2	1	1	UN	4.5	4.5	REFRIGERANTE
962	3	1	1	UN	4.5	4.5	CERVEJA
963	1	1	0.388	KG	26.61	68.6	BUFFET
964	1	1	0.754	KG	51.72	68.6	BUFFET
964	2	1	1	UN	4.5	4.5	REFRIGERANTE
964	3	1	1	UN	3.2	3.2	DOCINHOS
965	1	1	1	UN	4.5	4.5	LIMONADA
965	2	1	0.538	KG	36.9	68.6	BUFFET
966	1	1	0.456	KG	31.28	68.6	BUFFET
967	1	1	0.394	KG	27.02	68.6	BUFFET
968	1	1	1	UN	3.5	3.5	AGUA
968	2	1	1	UN	15	15	SAKE
968	3	1	0.294	KG	20.16	68.6	BUFFET
969	1	1	0.568	KG	38.96	68.6	BUFFET
969	2	1	1	UN	4.5	4.5	REFRIGERANTE
969	3	1	1	UN	3.2	3.2	DOCINHOS
970	1	1	0.408	KG	27.98	68.6	BUFFET
970	2	1	1	UN	4.5	4.5	REFRIGERANTE
971	1	1	0.368	KG	25.24	68.6	BUFFET
971	2	1	1	UN	4.5	4.5	REFRIGERANTE
972	1	1	0.624	KG	42.8	68.6	BUFFET
973	1	1	0.832	KG	57.07	68.6	BUFFET
974	1	1	1	UN	1	1	CHA
974	2	1	0.77	KG	52.82	68.6	BUFFET
975	1	1	2	UN	9	4.5	SUCO
975	2	1	1.05	KG	72.03	68.6	BUFFET
976	1	1	0.59	KG	40.74	68.6	BUFFET
977	1	1	1	UN	3.5	3.5	AGUA
977	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
977	3	1	1.606	KG	110.17	68.6	BUFFET
977	4	1	1	UN	4.5	4.5	REFRIGERANTE
978	1	1	1	UN	4.5	4.5	SUCO
978	2	1	1.224	KG	83.96	68.6	BUFFET
978	3	1	1	UN	4.5	4.5	REFRIGERANTE
979	1	1	1.104	KG	75.73	68.6	BUFFET
979	2	1	1	UN	4.5	4.5	SUCO
980	1	1	1	UN	1	1	CHA
